question,answer,topic
What side effects should I monitor when taking blood thinners like warfarin?,"Warn your doctor of unusual bruising, prolonged bleeding from cuts, blood in urine or stools, severe headache, or vision changes which may indicate dangerous bleeding on warfarin.",side_effects
What is the cost of a standard antibiotic course at the AIIMS pharmacy?,"Government-procured antibiotics at AIIMS are dispensed at subsidised prices, often a fraction of market rates; a typical amoxicillin course may cost between five and twenty rupees at the hospital pharmacy.",medicine_costs
Can the AIIMS pharmacist advise me on traditional Ayurvedic versus allopathic treatment?,The AIIMS pharmacist specialises in evidence-based allopathic medicines; for Ayurvedic options the AIIMS AYUSH unit or a registered Ayurvedic practitioner is the appropriate resource.,general_queries
Is zinc supplement safe to take OTC for immunity?,Zinc at recommended daily doses of eight to eleven milligrams for adults is safe OTC and may reduce cold duration; high doses above forty milligrams daily can cause toxicity and should be avoided.,otc_medicines
What is a placebo and does it have a role in treatment?,A placebo is an inactive preparation given in clinical trials as a comparison; the placebo effect is a real psychological and physiological response that can improve symptoms even without active medicine.,general_queries
Are vitamins and nutritional supplements dispensed free at AIIMS?,Essential vitamins and supplements prescribed by an AIIMS doctor for a clinical deficiency are dispensed at subsidised rates; general wellness supplements are typically self-funded.,medicine_costs
Can I use OTC saline nasal spray safely in newborns?,Plain preservative-free saline nasal drops are safe for newborns and infants for nasal congestion; medicated decongestant sprays must never be used in children under six.,otc_medicines
Can I buy nicotine replacement therapy products without a prescription?,"Nicotine patches, gum, and lozenges are available OTC as part of smoking cessation support and AIIMS also offers a dedicated de-addiction programme for counselling alongside pharmacotherapy.",otc_medicines
Can I get a prescription medicine dispensed in an emergency without seeing a doctor?,In a genuine emergency the casualty team at AIIMS can assess and prescribe; pharmacies cannot dispense prescription medicines without a valid prescription.,prescription
How do food interactions affect medicine absorption?,"Food can slow, speed up, or block medicine absorption depending on the drug; fatty food helps some medicines absorb better while dairy or high-fibre foods can block certain antibiotics.",general_queries
Can I use the same needle for insulin injections more than once?,"Insulin needles are designed for single use; reusing them increases pain, reduces precision, and raises the risk of infection and lipohypertrophy at injection sites.",general_queries
How do I know if a medicine I am being prescribed is approved in India?,Check whether the medicine has a valid CDSCO approval number on the packaging; the AIIMS formulary includes only approved medicines and the pharmacist can confirm regulatory status if needed.,general_queries
What is the shelf life of OTC paracetamol tablets and how should they be stored?,Paracetamol tablets typically have a shelf life of two to five years from manufacture; store in a cool dry place away from moisture and direct light and never use after the printed expiry date.,otc_medicines
"What is the difference between a tablet, capsule, and caplet?","A tablet is compressed powder, a capsule is powder or liquid enclosed in a gelatin shell, and a caplet is a film-coated oval tablet; all can contain the same active medicine in different forms.",general_queries
What is the difference between an acute medicine and a chronic medicine?,An acute medicine is taken for a short defined period to treat an immediate illness while a chronic medicine is taken long-term on an ongoing basis to manage a persistent condition.,general_queries
What is the pharmacist's legal obligation when dispensing medicines at AIIMS?,"The AIIMS pharmacist is legally required to dispense only against valid prescriptions, verify patient identity for controlled drugs, counsel patients on correct use, and maintain dispensing records.",general_queries
What should I tell the pharmacist when collecting my first prescription?,"Tell the pharmacist about any known allergies, all other medicines you take including supplements, any medical conditions you have, and whether you are pregnant or breastfeeding.",prescription
What is the recommended folic acid dose before and during pregnancy?,Women planning pregnancy should take 400 micrograms of folic acid daily before conception and for the first twelve weeks; women with a history of neural tube defects need five milligrams on prescription.,otc_medicines
What is an adverse drug reaction and how do I report one?,"An adverse drug reaction is an unintended harmful response to a medicine; report it to the prescribing doctor, the AIIMS pharmacist, and the national pharmacovigilance programme at 1800-180-3024.",prescription
What are the common side effects of antiretroviral medicines for HIV?,"First-line antiretrovirals may cause nausea, headache, fatigue, and occasionally skin rash in early weeks; liver toxicity, lipid changes, and kidney effects are monitored long-term.",side_effects
Are throat lozenges with antiseptic effective OTC remedies?,Throat lozenges containing local anaesthetics or antiseptics provide temporary symptomatic relief for mild sore throat but do not treat bacterial infection; see a doctor if fever or severe pain develops.,otc_medicines
What is a drug-induced liver injury and how is it identified?,"Drug-induced liver injury can be caused by many medicines including paracetamol overdose, statins, anti-TB drugs, and herbal preparations; it is identified by elevated liver enzymes on blood tests.",side_effects
Is magnesium supplement available OTC and what is it used for?,"Magnesium supplements are widely available OTC and are used for leg cramps, constipation relief as magnesium hydroxide, and as nutritional support; high doses can cause diarrhoea.",otc_medicines
What is the difference between government procurement price and maximum retail price of a medicine?,Government procurement price is the heavily discounted bulk purchase price paid by institutions like AIIMS while the maximum retail price is the ceiling price charged to individual consumers at pharmacies.,medicine_costs
Are OTC pain gels as effective as oral pain tablets for joint pain?,Topical NSAIDs like diclofenac gel can be as effective as oral tablets for localised joint pain with less systemic side effects and are a good first choice for osteoarthritis of accessible joints.,otc_medicines
What does a child's maximum daily paracetamol dose depend on?,"A child's maximum paracetamol dose is based on body weight, calculated at fifteen milligrams per kilogram per dose up to five doses in twenty-four hours; never exceed sixty milligrams per kilogram per day.",otc_medicines
Can I give my prescription medicine to another family member who has the same condition?,"Never share prescription medicines as dosing, contraindications, drug interactions, and underlying conditions differ between individuals and sharing can cause serious harm.",general_queries
Can I get my prescription medicines covered under CGHS at AIIMS?,Central Government Health Scheme beneficiaries can access medicines at AIIMS at CGHS-approved rates and the AIIMS CGHS facilitation desk can assist with documentation.,medicine_costs
Can I take my medicines when I have a stomach upset?,Some medicines like paracetamol and iron can still be taken with food during mild stomach upset; for severe vomiting consult the AIIMS pharmacist as absorption may be impaired.,general_queries
How long is a prescription from AIIMS valid for collection?,"Most AIIMS prescriptions are valid for a defined period noted on the slip, typically seven to thirty days, after which a fresh prescription must be obtained from the treating doctor.",prescription
What is a once-weekly medicine and what special instructions apply?,Once-weekly medicines like alendronate for osteoporosis must be taken on the same day each week with specific instructions such as taking on an empty stomach and remaining upright for thirty minutes afterwards.,general_queries
What is the role of the AIIMS clinical pharmacist in patient care?,"The AIIMS clinical pharmacist works alongside doctors to review prescriptions, advise on drug selection and doses, monitor for side effects, and educate patients on correct medicine use.",prescription
Can psychiatric medicines cause diabetes as a side effect?,Certain atypical antipsychotics including olanzapine and clozapine increase the risk of type 2 diabetes through insulin resistance and weight gain; fasting blood glucose is monitored routinely.,side_effects
Can medicines cause peripheral oedema and which ones are most commonly responsible?,"Amlodipine and other dihydropyridine calcium channel blockers, pregabalin, and NSAIDs commonly cause ankle swelling through different mechanisms; this should be reported to the prescribing doctor.",side_effects
Can lithium cause side effects that indicate toxicity?,"Signs of lithium toxicity include coarse tremor, confusion, slurred speech, nausea, and seizures; these require urgent medical assessment as lithium has a narrow therapeutic window.",side_effects
What are the side effects of long-term steroid use?,"Long-term steroid use can cause weight gain, elevated blood sugar, osteoporosis, high blood pressure, cataracts, skin thinning, and increased susceptibility to infection.",side_effects
What is the difference between a Schedule H and a Schedule H1 drug in India?,Schedule H drugs require a prescription and are not available OTC while Schedule H1 drugs are additional restrictions covering drugs with a higher potential for misuse or dependence.,otc_medicines
Can antifungal medicines interact with other drugs and cause side effects?,"Azole antifungals like fluconazole are strong inhibitors of liver enzymes and can significantly increase the blood levels of statins, warfarin, and many other medicines leading to toxicity.",side_effects
What is a nocebo effect and how does it relate to medicine side effects?,The nocebo effect is when negative expectations cause a patient to experience side effects simply from believing they will occur; it can make distinguishing true pharmacological effects difficult.,side_effects
What is a medication reconciliation and when does AIIMS perform it?,"Medication reconciliation compares a patient's current medicines with new prescriptions at admission, transfer, and discharge to identify and resolve any discrepancies or omissions.",prescription
What should I do if I suspect the pharmacist dispensed the wrong medicine?,"Do not take the medicine; return to the AIIMS pharmacy immediately, show the prescription alongside the dispensed medicine, and the pharmacist will verify and correct the dispensing.",prescription
What is a paediatric formulation and why is it different from an adult medicine?,"Paediatric formulations are specially developed for children with age-appropriate doses, acceptable taste, and safe excipients; adult tablets must never be split to approximate a child's dose without pharmacist advice.",general_queries
What are common side effects of ACE inhibitors used for blood pressure?,"ACE inhibitors frequently cause a persistent dry cough; other side effects include dizziness on standing, elevated potassium levels, and rarely angioedema of the face or throat.",side_effects
Can NSAIDs like ibuprofen cause kidney damage?,"Long-term or high-dose NSAID use can impair kidney function, particularly in people who are dehydrated, elderly, or have existing kidney or heart disease.",side_effects
What should I do if my medicine changes colour or smell?,"A change in colour, smell, or texture may indicate degradation; do not take the medicine, return it to the pharmacy, and obtain a fresh supply with a new dispensing date.",general_queries
Are free medicines available for tuberculosis patients at AIIMS?,Under the Revised National Tuberculosis Control Programme all anti-TB medicines are provided free to diagnosed patients at AIIMS and government health facilities across India.,medicine_costs
What does sublingual administration mean?,Sublingual means placing the medicine under the tongue where it dissolves directly into the bloodstream without going through the digestive system; common examples include nitroglycerine for angina.,general_queries
Does AIIMS offer any concession on medicine costs for senior citizens?,Senior citizen concessions on medicine costs vary by government policy and the AIIMS billing office or social worker can advise on current applicable discounts or free medicine schemes.,medicine_costs
Can I get a discharge prescription filled at any pharmacy in Delhi?,A valid AIIMS discharge prescription can be taken to any licensed retail pharmacy in Delhi; Jan Aushadhi stores offer the same generic medicines at the lowest available prices.,prescription
Can a medicine cause hair loss as a side effect?,"Certain medicines including chemotherapy drugs, blood thinners, antithyroid drugs, and some antidepressants can cause hair thinning or loss; discuss with your doctor if this occurs.",side_effects
What does a medicine's half-life mean for how I should take it?,A medicine's half-life is the time it takes for the concentration in the blood to halve; longer half-life medicines can be taken less frequently while shorter half-life drugs require more regular dosing.,prescription
How are liquid medicines measured and dispensed at the pharmacy?,"Liquid medicines are measured in millilitres and dispensed with a measuring spoon, oral syringe, or dosing cup; always use the measuring device provided rather than a household spoon.",prescription
Can antipsychotic medicines cause movement disorders?,"Antipsychotics can cause extrapyramidal side effects including akathisia, dystonia, Parkinsonism, and tardive dyskinesia with long-term use; report any involuntary movements to the psychiatrist.",side_effects
What is a BPL card and how does it help with medicine costs at AIIMS?,A Below Poverty Line card entitles the holder to free medicines at AIIMS and other government hospitals as part of the national free drug policy for economically weaker patients.,medicine_costs
Can taking medicines during pregnancy cause birth defects?,Some medicines are teratogenic meaning they can harm the developing fetus; always inform your doctor if you are pregnant or planning pregnancy before starting any new medicine.,side_effects
Can a doctor at AIIMS prescribe medicines for a chronic condition in advance for three months?,Doctors may issue repeat prescriptions for stable chronic conditions covering up to ninety days' supply and this depends on the clinical assessment at the time of consultation.,prescription
What is a pharmacist-initiated prescription change and when can it occur?,A pharmacist may suggest a therapeutic substitution with prescriber agreement when the prescribed medicine is unavailable; the substitution must be clinically equivalent and documented.,prescription
What is the difference between a drug allergy and a drug intolerance?,A drug allergy involves an immune response and can be life-threatening while a drug intolerance is a non-immune adverse reaction such as stomach upset that is uncomfortable but not dangerous.,general_queries
Can a patient request a specific brand of medicine when filling a prescription?,Patients may express a brand preference but dispensing is subject to availability and the treating doctor's approval; at government pharmacies generic dispensing is the standard practice.,prescription
What is a patient assistance programme for expensive medicines?,Patient assistance programmes are run by pharmaceutical companies to provide free or reduced-cost medicines to patients who cannot afford them; the AIIMS social worker can assist with applications.,medicine_costs
How do I renew a prescription for a long-term medication at AIIMS?,Visit the relevant outpatient department before your current supply runs out and the doctor will assess your condition and issue a fresh prescription if the treatment is still required.,prescription
What side effects are associated with oral contraceptive pills?,"Common side effects include nausea, breast tenderness, mood changes, and spotting between periods; rare but serious effects include blood clots and stroke, particularly in smokers over thirty-five.",side_effects
What OTC product is recommended for dry cracked heels in India?,Urea-based foot creams at ten to twenty-five percent concentration are available OTC and are effective for dry cracked skin; apply after washing feet and cover with cotton socks overnight.,otc_medicines
How can I find out the exact price of a medicine before going to the AIIMS pharmacy?,The AIIMS pharmacy notice board and the government drug price control list display the maximum retail price and subsidised rates; you can also ask the pharmacist for a price estimate.,medicine_costs
What should I do if I realise I took my medicine twice by mistake?,"Call the AIIMS Poison Centre at 011-26589391 or your treating doctor, note the medicine name and total dose taken, rest quietly, and go to casualty if you feel unwell or faint.",prescription
What is the maximum retail price printed on a medicine and is it negotiable?,The maximum retail price printed on a medicine is the highest legally permitted price; pharmacies cannot charge above this but may sell below it and Jan Aushadhi stores consistently do so.,medicine_costs
What is the difference between a preventive medicine and a curative medicine?,Preventive medicines reduce the risk of a disease occurring such as statins or vaccines while curative medicines treat an active disease condition.,general_queries
What does contraindicated mean on a drug label?,"Contraindicated means the medicine must not be used in a specific situation such as in pregnancy, with another drug, or in a particular disease because the risk of serious harm is too high.",general_queries
Can I use a prescription issued by a doctor outside AIIMS at the AIIMS pharmacy?,The AIIMS pharmacy primarily dispenses medicines against AIIMS-issued prescriptions and external prescriptions may not be accepted unless specifically authorised.,prescription
How does AIIMS handle medicines for patients who are discharged?,On discharge patients receive a take-home supply of essential medicines with a written prescription and counselling on how to take them and where to refill the supply after leaving hospital.,prescription
How do I store prescription medicines that require refrigeration?,"Keep refrigerated medicines between two and eight degrees Celsius in the main body of the refrigerator, not in the door shelf, and never freeze unless specifically instructed.",prescription
What is the correct procedure for returning unwanted medicines to the AIIMS pharmacy?,Return unused medicines to the AIIMS pharmacy where they are segregated for biomedical waste disposal according to the hospital's pharmaceutical waste management protocol.,general_queries
What is the difference between tolerance and dependence in medicine use?,Tolerance means the same dose produces less effect over time requiring higher doses while dependence means the body needs the drug to function normally and withdrawal causes symptoms.,side_effects
What are the common side effects of anti-tuberculosis treatment?,"Standard TB treatment can cause liver toxicity, peripheral neuropathy, vision changes, skin reactions, and orange discolouration of urine and sweat; regular monitoring is mandatory.",side_effects
What is the cost of paracetamol at the AIIMS pharmacy compared to a retail pharmacy?,Paracetamol at AIIMS may cost as little as one to two rupees per strip of ten tablets compared to ten to twenty rupees at retail pharmacies for branded versions.,medicine_costs
What is the difference between prophylactic and therapeutic medicine use?,Prophylactic use prevents a condition from occurring such as antimalarials before travel while therapeutic use treats an existing condition; the dose and duration may differ between these contexts.,general_queries
Does AIIMS have any scheme for patients who run out of medicine and cannot pay?,The AIIMS Medical Superintendent's office and social work department can assist patients in acute financial need to access emergency medicine supplies through institutional welfare funds.,medicine_costs
Can I get oral rehydration salts without a prescription?,ORS sachets are freely available at all pharmacies in India without a prescription and should be used as the first treatment for diarrhoea and dehydration in children and adults.,otc_medicines
Are medicines for rare diseases expensive and is there any support at AIIMS?,"Medicines for rare diseases can be extremely costly and AIIMS works with the Ministry of Health, patient advocacy groups, and pharmaceutical company patient assistance programmes to reduce access barriers.",medicine_costs
What does the instruction avoid grapefruit with this medicine mean?,"Grapefruit juice inhibits a liver enzyme that metabolises many medicines including statins, calcium channel blockers, and some immunosuppressants, leading to higher than intended drug levels.",general_queries
What is the difference between prophylaxis and treatment in antibiotic use?,Antibiotic prophylaxis uses a short course before a procedure to prevent infection while treatment uses a full therapeutic course to eliminate an existing infection.,general_queries
Can I buy oral contraceptive pills over the counter in India?,Emergency contraceptive pills like levonorgestrel are available OTC while regular combined oral contraceptives require a prescription from a gynaecologist.,otc_medicines
What are the common side effects of metformin used for diabetes?,"Metformin commonly causes nausea, stomach pain, diarrhoea, and metallic taste especially when first started; these usually improve after a few weeks and taking it with food helps.",side_effects
What should I do if an OTC medicine makes me feel worse?,"Stop taking the medicine, contact the AIIMS pharmacy helpdesk or outpatient department for advice, and seek immediate medical attention if the reaction is severe such as difficulty breathing or swelling.",otc_medicines
What is the difference between paracetamol and ibuprofen?,Paracetamol is a pain reliever and fever reducer safe for most people while ibuprofen is an anti-inflammatory that reduces swelling and fever but can irritate the stomach and affect kidneys.,otc_medicines
What OTC medicine helps with muscle pain after exercise?,Diclofenac or ibuprofen gel applied topically is effective for localised muscle soreness and is available OTC; oral NSAIDs are also available but should be taken with food.,otc_medicines
Are cough syrups safe to buy OTC in India?,Simple expectorant syrups containing guaifenesin are safe OTC options; avoid combination cough syrups with multiple ingredients in children and consult a doctor if cough persists beyond two weeks.,otc_medicines
"What is the difference between a pharmacist, a druggist, and a chemist in India?",In India chemist and druggist are common terms for a licensed pharmacy; pharmacist refers specifically to the qualified professional holding a pharmacy degree who supervises the dispensing.,general_queries
What is a medicine's mechanism of action?,"A mechanism of action describes how a medicine produces its effect in the body at a molecular or cellular level, for example aspirin inhibits prostaglandin synthesis to reduce pain and inflammation.",general_queries
How much can a patient save by getting their asthma inhaler at AIIMS versus a private pharmacy?,"A generic salbutamol inhaler at AIIMS may cost twenty to forty rupees compared to one hundred and fifty to two hundred rupees for branded equivalents at private pharmacies, a saving of up to eighty percent.",medicine_costs
What should I do if I miss a dose of a prescribed medicine?,"Take the missed dose as soon as you remember unless it is almost time for the next one, in which case skip it and resume the regular schedule without doubling up.",prescription
Can antidepressants cause increased suicidal thoughts when first started?,SSRIs and SNRIs carry a warning that they may increase suicidal ideation particularly in young people in the first few weeks of treatment; close monitoring is essential during this period.,side_effects
Can students at AIIMS access subsidised medicines through the hospital?,AIIMS students and staff have access to the hospital pharmacy at the same subsidised government rates as patients and can use the hospital facilities for their healthcare needs.,medicine_costs
What is polypharmacy and why is it a concern for elderly patients at AIIMS?,"Polypharmacy is the concurrent use of five or more medicines and increases the risk of drug interactions, side effects, and non-adherence especially in elderly patients with multiple conditions.",prescription
Can certain medicines cause photosensitive rash when exposed to the Indian sun?,"Tetracyclines, sulphonamides, amiodarone, and some diuretics can cause exaggerated sunburn on exposed skin; wear protective clothing and sunscreen while taking these medicines.",side_effects
Can progestin-only contraceptives cause irregular bleeding?,Irregular or unpredictable bleeding is the most common side effect of progestin-only pills and injections and usually settles over time; seek medical advice if bleeding is very heavy or prolonged.,side_effects
What is a medicine concordance review?,A concordance review is a consultation with the AIIMS pharmacist or doctor to identify why a patient is not taking medicines as prescribed and to find practical solutions that fit their lifestyle and concerns.,general_queries
What is Stevens-Johnson syndrome and which medicines can cause it?,"Stevens-Johnson syndrome is a rare severe skin reaction causing blistering and peeling of skin and mucous membranes; it can be triggered by sulphonamides, allopurinol, carbamazepine, and some NSAIDs.",side_effects
Can I use a topical antifungal cream without a prescription?,"Clotrimazole and miconazole creams for mild fungal infections of the skin are available OTC and can be applied twice daily for two to four weeks, but scalp or nail infections require prescription treatment.",otc_medicines
Can I use OTC eardrops for ear pain without seeing a doctor?,Ear drops containing olive oil or glycerine are safe OTC for earwax; do not use antibiotic or steroid eardrops without a prescription or use any drops if you suspect a perforated eardrum.,otc_medicines
What OTC preparation helps with teething pain in infants?,Teething gels containing lidocaine are available but should be used sparingly in infants; paracetamol suspension at the correct weight-based dose is the preferred OTC option for teething pain.,otc_medicines
Are probiotic supplements available without a prescription in India?,"Probiotic supplements are widely available OTC in India and are generally safe for adults, often used alongside antibiotics to reduce gastrointestinal side effects.",otc_medicines
What is the ESIC scheme and does it cover medicine costs for workers?,The Employees State Insurance Corporation scheme covers medicine costs for insured workers and AIIMS is an ESIC-empanelled hospital for specialist referrals and treatment.,medicine_costs
What is the best OTC medicine for a common cold in India?,"There is no cure for the common cold but paracetamol for fever, saline nasal drops, and oral rehydration salts for hydration are safe OTC options; antibiotics are not effective for viral colds.",otc_medicines
What OTC medicine can I take for acidity and heartburn?,Antacids containing magnesium hydroxide or aluminium hydroxide provide quick relief from acidity and are available OTC; proton pump inhibitors like omeprazole require a prescription for long-term use.,otc_medicines
Can I keep medicines in the bathroom cabinet?,"Bathrooms are humid and warm which degrades medicines quickly; store all medicines in a cool dry place away from sunlight in their original packaging, and keep them out of reach of children.",general_queries
Can I request a larger print medication label from the AIIMS pharmacy?,Patients with visual impairment can request enlarged labels and the pharmacist can also provide written instructions in a larger font or explain the regimen verbally in detail.,prescription
How much do common blood pressure medicines cost at the AIIMS pharmacy?,"First-line antihypertensives like amlodipine, enalapril, and atenolol are available at AIIMS at two to ten rupees per strip, representing significant savings over branded retail prices.",medicine_costs
What is bioequivalence and why does it matter when switching medicines?,Bioequivalence means two formulations deliver the same amount of active drug to the bloodstream at the same rate; generics must prove bioequivalence to the original before approval.,general_queries
Can I purchase medicines online and are they as safe as those from AIIMS?,Medicines must only be purchased from licensed online pharmacies registered with the state drug controller; AIIMS-quality government-procured medicines meet central quality standards.,medicine_costs
Why do some medicines need to be taken at the same time every day?,"Consistent timing maintains a steady concentration of the medicine in the blood which is especially important for antiepileptics, thyroid medicines, and HIV antiretrovirals.",general_queries
Can the AIIMS pharmacist identify a medicine brought in by a patient with no label?,"The pharmacist may be able to identify tablets by their imprint code, colour, and shape using pharmaceutical identification resources but cannot guarantee identification of all unmarked medicines.",general_queries
What is a black box warning on a medicine?,A black box warning is the most serious FDA or CDSCO level of drug safety warning indicating that clinical studies show the medicine carries significant risk of serious or life-threatening effects.,side_effects
What medicines are covered under the Essential Medicines List at AIIMS?,The National List of Essential Medicines includes over four hundred medicines covering all major disease areas and forms the basis of the AIIMS formulary for subsidised dispensing.,medicine_costs
What should I do if I spill liquid medicine before taking my dose?,Note the spilled amount and calculate whether you received any of the dose; if significant medicine was lost contact the AIIMS pharmacy for advice on whether an additional dose should be taken.,general_queries
What OTC antihistamine is least likely to cause drowsiness?,Cetirizine and loratadine are the least sedating OTC antihistamines available in India and are suitable for daytime use without significantly impairing concentration or driving ability.,otc_medicines
Can I take two different prescriptions from two different doctors at the same time?,"Always inform each doctor about all other medicines you are taking as drug interactions can be dangerous, and a pharmacist can screen for interactions when dispensing.",prescription
What is bioavailability and why does it matter for how medicines work?,Bioavailability is the proportion of a medicine dose that reaches the bloodstream in active form; it varies between formulations and routes of administration and affects the required dose.,general_queries
Are calcium supplements safe to buy OTC without a doctor's recommendation?,Standard calcium supplements are widely available OTC and are generally safe; high doses above 1500mg daily can increase kidney stone risk and should only be taken on medical advice.,otc_medicines
Can I buy antihistamines over the counter for allergy in India?,Cetirizine and loratadine are available OTC in India for mild allergic symptoms like sneezing and itching; sedating antihistamines like chlorphenamine are also available but cause drowsiness.,otc_medicines
What is a patient medication record and does AIIMS maintain one?,A patient medication record is a log of all medicines dispensed to a patient and AIIMS maintains this digitally to support safe prescribing and avoid duplicate dispensing.,prescription
Why do some medicines come with a do not refrigerate instruction when others must be refrigerated?,Some medicines degrade in cold temperatures or change texture when chilled; always follow the storage instructions on the label as incorrect storage can reduce potency or cause harm.,general_queries
Can I split or crush a tablet if I have difficulty swallowing?,"Only split or crush tablets that are not extended-release, enteric-coated, or marked as modified-release; ask the pharmacist before altering any tablet form.",prescription
Can I use antiseptic solution on wounds without medical advice?,Povidone iodine or diluted hydrogen peroxide may be applied to minor clean wounds; avoid strong antiseptics on deep or puncture wounds and seek medical advice for wounds that do not heal.,otc_medicines
What is pharmacokinetics and why does it matter to my treatment?,"Pharmacokinetics describes how the body absorbs, distributes, metabolises, and excretes a medicine; it determines the correct dose and dosing frequency for each individual patient.",general_queries
What happens if I present an altered or forged prescription at the AIIMS pharmacy?,Presenting an altered or forged prescription is a criminal offence; the pharmacist is trained to detect alterations and will refuse dispensing and may report the incident to hospital security.,prescription
What is the cost of epilepsy medicines at AIIMS for a patient on a fixed regimen?,Standard antiepileptics at AIIMS cost between five and thirty rupees per month depending on the drug; patients on stable long-term therapy pay very little compared to private pharmacy prices.,medicine_costs
What are the common side effects of medicines used for Parkinson's disease?,"Levodopa and dopamine agonists can cause nausea, dizziness, hallucinations, involuntary movements, and orthostatic hypotension especially at higher doses or early in treatment.",side_effects
Can calcium channel blockers cause ankle swelling?,Amlodipine and other calcium channel blockers commonly cause ankle swelling due to peripheral vasodilation; this is not dangerous but can be bothersome and should be discussed with the doctor.,side_effects
Can eye drops cause systemic side effects?,"Yes, eye drops can be absorbed into the bloodstream; beta-blocker eye drops for glaucoma can cause reduced heart rate and breathing problems in susceptible patients.",side_effects
Can diabetes medicines cause hypoglycaemia?,"Insulin and sulphonylureas like glibenclamide can cause low blood sugar; symptoms include sweating, trembling, hunger, and confusion and should be treated immediately with glucose.",side_effects
What is the Pradhan Mantri Jan Aushadhi Scheme and how does it reduce medicine costs?,The PM Jan Aushadhi Scheme provides quality generic medicines at up to ninety percent below branded rates through over ten thousand Jan Aushadhi Kendras across India.,medicine_costs
Can I use clotrimazole vaginal tablets without a prescription?,Clotrimazole vaginal pessaries for uncomplicated thrush are available OTC for adult women; recurring or atypical symptoms should be assessed by a doctor before self-treatment.,otc_medicines
What does it mean when a medicine is described as first-line or second-line treatment?,"First-line treatment is the standard recommended initial therapy for a condition while second-line medicines are used when the first-line fails due to side effects, resistance, or inadequate response.",general_queries
Can antihypertensive medicines cause a first-dose hypotension effect?,"Some antihypertensives particularly alpha-blockers and ACE inhibitors can cause a sharp drop in blood pressure after the first dose especially on standing, causing dizziness or fainting.",side_effects
How are medicines for children dosed differently from adults?,Paediatric doses are usually calculated by body weight or surface area rather than fixed amounts and the pharmacist or doctor will calculate the appropriate dose for the child's size.,general_queries
Is aspirin safe to take without a prescription?,Low-dose aspirin for heart protection must only be used under doctor supervision; standard aspirin for pain is available OTC but should be avoided by children under sixteen and in stomach ulcer patients.,otc_medicines
Does the AIIMS pharmacy charge for dispensing or only for the medicine?,The AIIMS pharmacy charges only for the medicine itself at government-subsidised rates and does not levy separate dispensing fees as is common in private pharmacy settings.,medicine_costs
How do I collect a prescription medicine from the AIIMS pharmacy?,"Take your prescription slip to the AIIMS outpatient pharmacy counter, present your patient ID, and the pharmacist will dispense the medication after verifying the prescription details.",prescription
What is a loading dose versus a maintenance dose?,A loading dose is a larger initial amount that quickly establishes the desired drug level while a maintenance dose is the regular smaller amount that keeps the level steady thereafter.,general_queries
How should I use a nebuliser correctly for respiratory medicines?,"Add the prescribed medicine and saline to the nebuliser cup, attach the mask or mouthpiece, switch on the machine, breathe normally through the mouth, and continue until the medicine is finished.",general_queries
Are anticoagulant medicines like warfarin available cheaply at AIIMS?,Warfarin is available at the AIIMS pharmacy at a very low subsidised price and regular INR monitoring tests needed during warfarin therapy are also available at government rates.,medicine_costs
Can I use OTC laxatives regularly for constipation?,Occasional use of bulk-forming laxatives like ispaghula is safe but regular use of stimulant laxatives such as senna without medical advice is not recommended as dependence can develop.,otc_medicines
Are chemotherapy medicines provided free at AIIMS?,AIIMS provides many cancer medicines under central government schemes and free drug programmes; the oncology social worker can advise on eligibility for free or subsidised chemotherapy.,medicine_costs
Can cholesterol medicines cause memory problems?,Some patients report memory or cognitive issues with statins but large clinical studies have not confirmed a consistent causal relationship; discuss any cognitive concerns with your doctor.,side_effects
Can medicines be affected by altitude changes during travel to high altitude areas of India?,Some medicines like acetazolamide are specifically used for altitude sickness; blood pressure and diabetes medicines may need adjustment at high altitude and the AIIMS pharmacist can advise before travel.,general_queries
What is the cost of growth hormone treatment at AIIMS?,Growth hormone is an expensive biological medicine available at AIIMS at government rates for eligible cases and the endocrinology team can advise on any government patient assistance available.,medicine_costs
Are sports electrolyte drinks the same as oral rehydration salts?,Sports drinks are not equivalent to ORS; they have lower electrolyte concentrations and higher sugar content making ORS sachets the correct choice for treating dehydration from diarrhoea or vomiting.,otc_medicines
What schemes help children with expensive medicines for rare genetic diseases?,The AIIMS Department of Genetics and the Ministry of Health rare disease framework can assist families in accessing charitable grants and government support for rare disease medicines.,medicine_costs
What is the correct way to count tablets to ensure I am taking the right dose?,"Count tablets in good light, use the measuring tray or bottle cap for loose tablets, check the number against the prescription, and ask the pharmacist to simplify the regimen if it is confusing.",general_queries
What is the difference between a syrup and a suspension?,A syrup is a clear solution of medicine dissolved in a sweetened liquid while a suspension contains undissolved medicine particles that must be shaken before use to ensure even dosing.,general_queries
What should I do if I notice a skin rash after starting a new medicine?,"Stop the medicine only if advised by a doctor, photograph the rash, contact the prescribing doctor at AIIMS, and go to casualty if the rash is blistering, spreading rapidly, or accompanied by fever.",side_effects
What is a medicine's volume of distribution and why does it matter clinically?,Volume of distribution describes how widely a medicine spreads through body tissues; a high value means it penetrates tissues well while a low value indicates it stays largely in the blood.,general_queries
What is drug-induced lupus and which medicines cause it?,"Drug-induced lupus is an autoimmune syndrome triggered by medicines like hydralazine, procainamide, and isoniazid; it resolves on stopping the offending drug unlike idiopathic lupus.",side_effects
