question,answer,topic
What is the first aid for a suspected ectopic pregnancy?,"Severe one-sided pelvic pain in a woman of reproductive age may indicate ectopic pregnancy; call 108 immediately, lay her flat, do not give food or water, and alert AIIMS obstetric casualty.",basic_first_aid
How do I support a survivor of sexual assault in the immediate hours after an incident?,"Ensure physical safety, do not pressure them to speak, call 181 or 112, take them to the AIIMS casualty at 011-26589142 for immediate forensic medical and psychiatric care.",mental_health_emergency
What is the first aid for a patient having a hypertensive crisis with severe headache?,"Have the person sit or lie quietly, do not give antihypertensive medication without medical advice, call 108, and go directly to AIIMS casualty at 011-26589142 for urgent blood pressure management.",basic_first_aid
How do I treat a patient in respiratory distress while waiting for an ambulance?,"Sit them upright, loosen tight clothing around the neck and chest, keep the area well ventilated, encourage slow calm breaths, and do not leave them alone until paramedics arrive.",basic_first_aid
What is the AIIMS contact for managing a patient with acute meningitis?,Acute meningitis is a neurological emergency and patients should be taken to AIIMS casualty at 011-26589142 without delay as antibiotics must be started as early as possible.,calling_emergency
How do I treat a patient with severe diarrhoea and signs of dehydration?,"Give oral rehydration solution in small sips every few minutes, keep the person cool, call 108 if they become confused or unable to drink, and go to AIIMS casualty for IV fluids if needed.",basic_first_aid
What is the AIIMS vascular surgery emergency for limb-threatening ischaemia?,Acute limb ischaemia is a time-critical vascular emergency and patients should be taken to AIIMS casualty at 011-26589142 where vascular surgery will be alerted for urgent assessment.,calling_emergency
What is the role of SDMA in disaster response in Delhi?,The State Disaster Management Authority coordinates emergency preparedness and response for Delhi and works with the NDMA and hospitals including AIIMS during large-scale disasters.,disaster_evacuation
What is the AIIMS dermatology contact for toxic epidermal necrolysis?,Toxic epidermal necrolysis is a life-threatening skin condition that requires immediate admission and should be taken directly to AIIMS casualty at 011-26589142 for emergency dermatology review.,calling_emergency
What is a hospital disaster management plan?,"A hospital disaster management plan is a formal document that defines roles, communication chains, evacuation routes, and resource allocation for all types of emergency at the hospital.",disaster_evacuation
What is the first aid for heat stroke?,"Move the person to a cool shaded area, remove excess clothing, apply cool wet cloths to the neck and armpits, fan them, give small sips of water if conscious, and call 108 immediately.",basic_first_aid
How do I treat a wasp nest emergency if someone is stung multiple times?,"Move away from the area immediately, remove stingers by scraping, apply cold packs, call 108 for multiple stings as the venom load can cause anaphylaxis or organ failure.",basic_first_aid
How do I perform CPR on an infant under one year old?,"Use two fingers on the breastbone just below the nipple line, compress to one-third chest depth, give thirty compressions then two very small puffs of air, and repeat continuously.",basic_first_aid
How do I prevent heat stroke during a Delhi summer emergency?,"Stay hydrated with ORS or water, avoid direct sun between eleven AM and four PM, wear light clothing, use shade and fans, and go to AIIMS casualty if body temperature exceeds 104Â°F.",disaster_evacuation
What is the correct position for a patient in shock?,"Lay the person flat on their back, elevate the legs about thirty centimetres unless there is a head, chest, or spinal injury, keep them warm and calm, and call 108 immediately.",basic_first_aid
What should I do if a diabetic person is unconscious from low blood sugar?,"Do not give anything by mouth, call 108 immediately, place in the recovery position, and inform paramedics of the diabetic history so they can administer intravenous glucose.",basic_first_aid
What should I do if someone is stung by a bee or wasp?,"Remove the stinger by scraping sideways, wash the area, apply a cold pack, and call 112 immediately if the person shows signs of anaphylaxis such as difficulty breathing or swelling of the throat.",basic_first_aid
What should I do if there is an ammonia or chemical leak near a hospital?,"Evacuate upwind and uphill from the source, call 101 for fire services and 100 for hazmat police response, cover nose and mouth, and take anyone exposed to AIIMS casualty at 011-26589142.",disaster_evacuation
How should I evacuate a hospital ward safely during a fire?,"Alert all staff, close fire doors, evacuate ambulatory patients first to the assembly area, then use evacuation chairs or sheets for non-ambulatory patients, and report all patients accounted for to the assembly warden.",disaster_evacuation
What is a hospital incident command system?,"A hospital incident command system is a structured management framework activated during major emergencies to coordinate medical, nursing, logistics, and communications under one command structure.",disaster_evacuation
How do I manage a patient experiencing a flashback from past trauma during a medical examination?,"Pause the examination, speak calmly and orient the person to the present room, allow them to sit up if needed, and consider requesting psychiatric support through the AIIMS liaison team.",mental_health_emergency
How does the Delhi government coordinate healthcare during a declared state of emergency?,"The Delhi government activates the State Emergency Operations Centre, issues directives to AIIMS and all government hospitals, and deploys NDRF and police for coordinated emergency healthcare response.",disaster_evacuation
What is KIRAN and in how many languages does it operate?,KIRAN at 1800-599-0019 is the government mental health helpline operating in thirteen languages to ensure support reaches patients across India regardless of their native language.,mental_health_emergency
What is the AIIMS casualty ward number?,The AIIMS casualty ward can be contacted at 011-26589142 for guidance on emergency patient admission and triage.,calling_emergency
How should I handle a patient with suspected internal bleeding?,"Lay the person flat with legs raised unless a head or chest injury is suspected, keep them warm and calm, do not give food or water, and call 108 immediately.",basic_first_aid
What should I do if I smell gas inside the AIIMS campus?,"Alert security at 011-26588500, do not use electrical switches or phones inside, evacuate the area immediately, and call 101 from a safe distance for the gas emergency unit.",disaster_evacuation
What is the AIIMS radiology emergency contact for urgent CT or MRI?,Urgent imaging at AIIMS is arranged through the casualty team at 011-26589142 and the radiology department provides twenty-four-hour emergency scan support for critical cases.,calling_emergency
How do I treat a foreign object in the nose or ear?,Do not attempt to remove it with fingers or tools as this may push it deeper; take the person to AIIMS casualty where it can be safely extracted.,basic_first_aid
What is the first aid for a suspected pelvic fracture?,"Do not move the person unnecessarily, keep them flat, do not put pressure on the pelvis, apply gentle padding around the hips if available, call 108, and warn AIIMS trauma centre at 011-26741471.",basic_first_aid
How do I perform the Heimlich manoeuvre?,"Stand behind the person, make a fist above the navel, cover with your other hand, and give firm inward and upward thrusts until the blockage is cleared or the person becomes unconscious.",basic_first_aid
How do I recognise a manic episode that needs urgent attention?,"Urgent signs in mania include going without sleep for days, spending large amounts of money impulsively, making dangerous decisions, extreme irritability, and behaviour that is dangerous to self or others.",mental_health_emergency
How do I treat heat exhaustion?,"Move the person to a cool place, lay them down with legs raised, give cool water to sip, apply cool damp cloths to the skin, and seek medical help if symptoms worsen or they lose consciousness.",basic_first_aid
What is the protocol for receiving a chemical terrorism victim at AIIMS?,"Chemical terrorism victims are decontaminated outside the building before entering, clinical staff use full personal protective equipment, and AIIMS coordinates with the National Disaster Response Force and NDMA.",disaster_evacuation
How do I handle an eating disorder emergency at home?,"Call 108 if the person collapses, has irregular heartbeat, or is severely weak; otherwise contact AIIMS psychiatry through 011-26588500 to arrange urgent assessment.",mental_health_emergency
How does AIIMS support the psychological wellbeing of patients undergoing chemotherapy?,"AIIMS psycho-oncology counsellors provide regular psychological support during chemotherapy to help patients manage treatment-related anxiety, depression, and changes in body image.",mental_health_emergency
What are the warning signs that someone may be about to attempt suicide?,"Warning signs include talking about wanting to die, giving away possessions, withdrawing from people, expressing hopelessness, sudden calmness after depression, or stockpiling medications.",mental_health_emergency
What is the AIIMS helpline for health workers experiencing moral injury after patient loss?,AIIMS employees facing moral injury can access internal counselling through the employee wellness programme or contact iCall at 9152987821 for external confidential professional support.,mental_health_emergency
What is the disaster management helpline in India?,"1078 is the National Disaster Management Authority helpline for flood, earthquake, cyclone, and other large-scale disaster situations.",calling_emergency
How does AIIMS manage patients with substance withdrawal in the emergency department?,"Patients presenting with substance withdrawal at AIIMS casualty are assessed medically, given appropriate pharmacological management, and referred to the de-addiction centre for follow-up care.",mental_health_emergency
How do I support a child who has witnessed a traumatic event?,"Stay close and calm, allow the child to express feelings without pressure, maintain routines, and seek child psychiatric assessment at AIIMS through the paediatric department if the child shows persistent distress.",mental_health_emergency
What should visitors do if asked to evacuate AIIMS during an emergency drill?,"Follow staff instructions calmly, leave via the nearest stairwell, proceed to the assembly point outside, do not use lifts, and do not re-enter the building until an all-clear is announced.",disaster_evacuation
What is the Delhi earthquake risk level and what precautions should hospitals take?,"Delhi falls in seismic zone four which indicates high risk, and AIIMS follows national hospital earthquake preparedness guidelines including structural assessment and regular drill training.",disaster_evacuation
What is the first aid for a dog or animal bite?,"Wash the wound thoroughly with soap and running water for at least fifteen minutes, apply an antiseptic if available, cover with a clean bandage, and go to AIIMS casualty for anti-rabies vaccination.",basic_first_aid
When does a panic attack require emergency medical attention?,"Call 108 if the person has chest pain, cannot breathe, loses consciousness, or if this is their first episode as these symptoms can also indicate a cardiac event needing urgent assessment.",mental_health_emergency
What should I do if a patient on the AIIMS ward attempts self-harm?,"Alert the nursing team immediately, apply pressure to any bleeding wound, call the psychiatric liaison at 011-26588500, and ensure the environment is cleared of all sharp objects.",mental_health_emergency
What is the first aid for a suspected ovarian cyst rupture?,"Lay the woman on her side in a comfortable position, call 108, do not give food or water, and go to AIIMS obstetric and gynaecology casualty immediately as this can cause internal bleeding.",basic_first_aid
What is the AIIMS gastroenterology emergency for severe GI bleeding?,Severe gastrointestinal bleeding is a life-threatening emergency and patients should go directly to AIIMS casualty at 011-26589142 or call 108 for ambulance.,calling_emergency
What is the first aid for a deep puncture wound to the abdomen?,"Do not remove any penetrating object, cover with clean damp cloth without pressing on the object, lay the person flat with knees bent if possible, call 108 immediately.",basic_first_aid
How do I manage a patient who has inhaled a toxic gas at home?,"Move them to fresh air immediately, call 108 and AIIMS Poison Centre at 011-26589391, do not re-enter the area, monitor breathing, and begin CPR if they stop breathing.",basic_first_aid
What should patients and visitors do when they hear the AIIMS fire alarm?,"Leave the building immediately using the nearest stairway, do not use lifts, proceed to the designated assembly point, do not collect personal belongings, and assist others who need help.",disaster_evacuation
What should I do if someone is experiencing a severe dissociative episode?,"Speak gently using their name, anchor them to the present by describing familiar surroundings, avoid sudden movements, and take them to AIIMS psychiatry casualty if the episode is prolonged.",mental_health_emergency
What is the AIIMS protocol for a radiation or nuclear emergency?,"AIIMS follows NDMA nuclear emergency guidelines including decontamination of affected patients outside the building, and the NDMA helpline 1078 coordinates with national nuclear response teams.",disaster_evacuation
What is the AIIMS fire safety officer contact?,The AIIMS fire safety officer can be reached through the hospital engineering and maintenance department via the main operator at 011-26588500 for fire safety queries and inspections.,disaster_evacuation
What should I do if I am experiencing a mental health crisis myself?,"Call iCall at 9152987821, KIRAN at 1800-599-0019, or go to the AIIMS psychiatry outpatient or casualty at 011-26588500 and tell the staff you need urgent mental health support.",mental_health_emergency
What is the national suicide prevention helpline number in India?,iCall operates at 9152987821 and Vandrevala Foundation operates 24 hours at 1860-2662-345 for mental health and suicide crisis support.,calling_emergency
How should I respond if someone sends me a threatening goodbye message?,"Call 112 immediately, try to keep the person communicating, share their location if known, and alert their nearest family member while staying on the line with the emergency operator.",mental_health_emergency
How does AIIMS approach grief counselling for bereaved families?,AIIMS psychiatric social workers provide immediate grief support to bereaved families and can connect them to ongoing counselling services and community support organisations.,mental_health_emergency
What is the role of NDRF in disaster response in India?,The National Disaster Response Force is a specialised government force deployed for large-scale disasters and can be activated through the NDMA helpline 1078 or state government.,disaster_evacuation
What should I do for an acid or chemical burn to the skin?,"Flush the area with large amounts of cool running water for at least twenty minutes, remove contaminated clothing while flushing, cover loosely, and go to AIIMS casualty immediately.",basic_first_aid
What should I do if there is a power failure in the AIIMS building?,"Remain calm, do not use lifts, follow emergency lighting to exits, and contact AIIMS security through 011-26588500 as the hospital has backup generators for critical equipment.",disaster_evacuation
How do I treat a neonatal emergency if a baby stops breathing?,"Begin infant CPR immediately using two fingers on the breastbone, call 108, keep the baby warm, and head to AIIMS neonatology through the casualty at 011-26589142 without delay.",basic_first_aid
What should I do in an earthquake while inside a building?,"Drop to the ground, take cover under a sturdy table or against an interior wall, hold on until the shaking stops, and evacuate calmly using stairways once the shaking ceases.",disaster_evacuation
What is the mental health impact of a road traffic accident and how is it addressed at AIIMS?,Road accident survivors may experience acute stress or PTSD and the AIIMS psychiatric liaison team is available through casualty to provide early psychological first aid after trauma.,mental_health_emergency
How should a crowd be managed around a medical emergency at a public event in Delhi?,"Shout for trained first aiders or security, direct bystanders to make space, call 108 for ambulance, assign one person to guide paramedics in, and keep the victim calm and still until help arrives.",disaster_evacuation
What is the first aid for drowning?,"Remove the person from water safely, check breathing, begin CPR if they are not breathing, call 112, and keep them warm as drowning victims are at high risk of hypothermia.",basic_first_aid
What should I do during a thunderstorm while outside in Delhi?,"Seek shelter in a solid building immediately, avoid open fields, tall trees, and water bodies, stay away from metal objects, and call 108 if someone is struck by lightning.",disaster_evacuation
What is the AIIMS dental emergency number?,Dental emergencies at AIIMS can be directed to the Centre for Dental Education and Research through the hospital operator at 011-26588500.,calling_emergency
How do I treat a choking adult?,"Give five back blows between the shoulder blades with the heel of your hand, then five abdominal thrusts just above the navel, and repeat alternating cycles until the object dislodges or help arrives.",basic_first_aid
How do I recognise and treat decompression sickness after diving?,"Symptoms include joint pain, skin rash, dizziness, and breathlessness; call 108, keep the person lying flat, give supplemental oxygen if available, and get to the nearest hyperbaric facility.",basic_first_aid
How do AIIMS intensive care patients receive oxygen during a power outage?,"AIIMS has uninterruptible power supply and diesel generators that activate within seconds of a power failure to maintain oxygen, ventilators, and all critical life support equipment.",disaster_evacuation
What is the fire action notice and where should it be posted in a hospital?,"A fire action notice gives instructions on what to do if fire is discovered, how to raise the alarm, and evacuation route details; it must be posted at every fire alarm point in the building.",disaster_evacuation
How do I safely extinguish a small kitchen fire before it spreads?,"Use a fire blanket or a damp cloth to smother it, never use water on oil fires, turn off the heat source, and call 101 if the fire grows beyond your control.",disaster_evacuation
How do I manage a patient with severe back pain after a fall?,"Assume a spinal injury until proven otherwise, do not bend or twist the person, maintain spinal alignment, call 108, and inform AIIMS trauma team at 011-26741471 of the mechanism of injury.",basic_first_aid
What is the Vandrevala Foundation helpline and what services does it provide?,"The Vandrevala Foundation helpline at 1860-2662-345 operates round the clock and provides free confidential support for depression, anxiety, trauma, and suicidal crises.",mental_health_emergency
How do I recognise a psychotic episode?,"Signs include hearing or seeing things that others do not, speaking incoherently, expressing bizarre beliefs, extreme agitation, or complete withdrawal from reality.",mental_health_emergency
What is the first aid for a severe scalp laceration with heavy bleeding?,"Apply firm pressure with a clean folded cloth, do not remove the cloth if it soaks through, add more on top, call 108, and go to AIIMS casualty for wound closure and assessment.",basic_first_aid
How do I treat a deep cut or laceration?,"Apply firm pressure with a clean cloth, elevate the area if possible, do not remove embedded objects, and go to AIIMS casualty or call 108 if the wound is deep, gaping, or will not stop bleeding.",basic_first_aid
What is the Aarogya Setu emergency feature?,Aarogya Setu has an emergency SOS feature that can alert pre-saved contacts with the user's location and is a supplementary option alongside calling 112 directly.,calling_emergency
What number do I call for a cardiac emergency in India?,Dial 112 or 108 immediately for a cardiac emergency and ask for an ambulance; in Delhi you can also call the AIIMS emergency at 011-26593308.,calling_emergency
What is the AIIMS number for requesting an emergency CT angiogram?,Emergency CT angiography at AIIMS is arranged through the casualty team at 011-26589142 who coordinate with radiology for urgent vascular or cardiac imaging.,calling_emergency
What should I do if someone swallows a poison or toxic substance?,"Call the AIIMS Poison Centre at 011-26589391 or 112 immediately, note what was swallowed and when, do not induce vomiting unless told to do so by a professional.",basic_first_aid
What should I do if someone swallows a button battery?,Call 108 and go to AIIMS casualty immediately as button batteries cause severe internal burns within hours; do not give food or water and note the battery type if possible.,basic_first_aid
When should I use the child helpline 1098 rather than calling a general emergency number?,"Call 1098 specifically for reporting child abuse, abandoned children, or runaways; for a child in immediate medical danger call 108 for ambulance and 112 for combined emergency response.",calling_emergency
How do I talk to a person who is threatening to harm someone else?,"Stay calm, do not challenge or provoke them, remove others from the area, call 112 immediately, and do not attempt to physically restrain a threatening person.",mental_health_emergency
What is the number for Delhi traffic police assistance?,"1095 is the Delhi traffic police helpline for road accidents, traffic signal failures, and assistance on Delhi roads, separate from the main police emergency at 100.",calling_emergency
What is the AIIMS contact for emergency radiotherapy for spinal cord compression?,Spinal cord compression in cancer patients is an oncological emergency and should be directed to AIIMS casualty and oncology team through the operator at 011-26588500.,calling_emergency
What is the AIIMS orthopaedic emergency contact for fractures?,Orthopaedic fracture emergencies at AIIMS are handled at the JPNATC Trauma Centre reachable at 011-26741471 for high-energy trauma cases.,calling_emergency
What is the AIIMS urology emergency number for acute urinary retention?,Urological emergencies including acute urinary retention should be reported to the AIIMS casualty at 011-26589142 and the urology team will be alerted for urgent catheterisation.,calling_emergency
What is the first aid for a chemical burn to the mouth or throat?,"Do not induce vomiting, give small sips of water if the person is fully conscious, call 108 and AIIMS Poison Centre 011-26589391 immediately as airway burns can swell rapidly.",basic_first_aid
What are the signs of a heart attack?,"Signs include severe chest pain or pressure spreading to the arm or jaw, breathlessness, sweating, nausea, dizziness, and a feeling of impending doom; call 112 immediately.",basic_first_aid
What is the number for the National Health Helpline in India?,104 is the National Health Helpline providing free medical advice and health guidance around the clock and can refer callers to appropriate facilities including AIIMS.,calling_emergency
What is the Red Cross disaster response number in India?,"The Indian Red Cross Society can be reached at 011-23716441 for disaster relief coordination, blood donation, and humanitarian support during major emergencies.",disaster_evacuation
Is psychiatric first aid different from general first aid?,"Yes, psychiatric first aid focuses on emotional safety, listening, reducing agitation, and connecting the person to professional support rather than physical treatment.",mental_health_emergency
What is the first aid for a tooth knocked out in an accident?,"Hold the tooth by the crown not the root, rinse with milk or saline, place it back in the socket if clean or store in milk, and go to the AIIMS dental casualty within an hour for reimplantation.",basic_first_aid
How is AIIMS notified of an incoming mass casualty event from a Delhi hospital network?,AIIMS participates in the Delhi hospital coordination network and receives mass casualty notifications through the Delhi government health emergency operations centre.,disaster_evacuation
What should I do if a person in a psychiatric ward barricades themselves in a room?,"Alert AIIMS security and the psychiatric duty team through 011-26588500 immediately, do not attempt to force entry, maintain calm verbal contact, and wait for trained psychiatric staff.",mental_health_emergency
What support is available for elderly patients with dementia experiencing acute behavioural disturbance?,AIIMS geriatric psychiatry team manages behavioural emergencies in dementia patients and can be accessed through casualty at 011-26589142 or the operator at 011-26588500.,mental_health_emergency
What is the first aid for a suspected aortic aneurysm rupture?,"This is immediately life-threatening; call 108 at once, lay the person flat, do not give food or water, keep them warm and still, and warn AIIMS vascular surgery through the trauma centre.",basic_first_aid
What should I do if a mental health patient becomes aggressive and threatens hospital staff?,"Do not confront the person physically, call AIIMS security through 011-26588500 and the psychiatric duty team, clear the area of other patients, and await trained personnel.",mental_health_emergency
What information should I give when calling 112 or 108?,"State your name, exact location or nearby landmark, the nature of the emergency, and the number of people affected so the dispatcher can send the right help quickly.",calling_emergency
Can non-AIIMS patients call AIIMS for emergency medical advice?,AIIMS casualty and the poison information centre at 011-26589391 provide general emergency guidance and anyone in a medical crisis may call for advice.,calling_emergency
What is the ambulance number in India?,108 is the dedicated national ambulance helpline in India and is available free of charge from any mobile phone at any time.,calling_emergency
What should I do if there is a bomb threat at AIIMS?,"Do not touch suspicious packages, call 100 for police immediately, evacuate the area calmly following staff instructions, and do not use mobile phones near suspected devices.",disaster_evacuation
Does AIIMS have a dedicated helpline for patients arriving from other states?,Outstation patients can contact the AIIMS Medical Superintendent's office at 011-26588700 and the OPD helpdesk at 011-26589142 for guidance on emergency access.,calling_emergency
What should I do if I witness a cardiac arrest at a Delhi Metro station?,"Alert Metro staff immediately as all Delhi Metro stations have AEDs and trained staff, call 112, and begin CPR if you are trained while waiting for the Metro emergency team.",calling_emergency
What is the AIIMS endocrinology emergency number for diabetic coma?,Diabetic emergencies including hypoglycaemic or hyperglycaemic coma should be taken to AIIMS casualty at 011-26589142 for immediate glucose correction and assessment.,calling_emergency
What is the first aid treatment for a severe burn?,"Call 108 immediately, cool the area with running water for at least twenty minutes, cover with a clean non-fluffy cloth, do not remove stuck clothing, and keep the person warm.",basic_first_aid
What role does the AIIMS security team play in managing emergency situations on campus?,"AIIMS security coordinates campus evacuation, manages access control during emergencies, escorts patients in distress, and acts as the first point of contact for all on-campus safety incidents.",disaster_evacuation
What is the cyber crime helpline number in India?,"1930 is the national cyber crime helpline in India operated by the Ministry of Home Affairs for reporting online fraud, hacking, and digital emergencies.",calling_emergency
How do I treat a pressure injury or bedsore that is bleeding?,"Apply gentle pressure with a clean pad, do not rub, keep the wound covered, relieve pressure from the area immediately, and seek wound care assessment at AIIMS.",basic_first_aid
What is the AIIMS contact for sickle cell crisis presenting with severe pain?,"Sickle cell crisis patients should go to AIIMS casualty at 011-26589142 for urgent pain management and blood transfusion if needed, coordinating with the haematology team.",calling_emergency
What is the first aid for excessive vomiting and dehydration?,"Give small sips of oral rehydration solution frequently, do not give solid food, and take the person to AIIMS casualty if they cannot keep fluids down, are confused, or show sunken eyes.",basic_first_aid
How do I perform mouth-to-mouth rescue breathing without a barrier device?,"Tilt the head back, lift the chin, pinch the nose, seal your mouth over theirs, and give one breath over one second while watching for chest rise; give two breaths after every thirty compressions.",basic_first_aid
What is the role of police in mental health emergencies in India?,"Under the Mental Healthcare Act 2017, police must assist in taking a person at imminent risk to the nearest mental health facility and cannot criminalise mental health crises.",mental_health_emergency
Can I call AIIMS casualty in advance to prepare for an incoming trauma patient?,"Yes, calling AIIMS casualty at 011-26589142 ahead of arrival for major trauma allows the team to mobilise the right specialists and prepare resuscitation resources before the patient arrives.",calling_emergency
How do I treat a torn fingernail with exposed nail bed?,"Rinse with clean water, cover with a clean non-stick dressing, apply gentle pressure for bleeding, and go to AIIMS casualty or a local clinic for proper dressing and tetanus check.",basic_first_aid
What is the flood rescue number operated by the Delhi government?,During monsoon flooding the Delhi Flood Control Room at 011-23379249 coordinates water rescue and can arrange evacuation for people stranded by floodwater.,disaster_evacuation
How should bedridden patients be evacuated during a fire at AIIMS?,"Staff follow the AIIMS fire evacuation protocol using horizontal evacuation to adjacent fire compartments first, then vertical evacuation to lower floors via fire evacuation chairs.",disaster_evacuation
What is the first aid for an open fracture where bone is visible?,"Do not push the bone back in, cover loosely with a clean damp cloth, do not apply pressure directly on the bone, control surrounding bleeding, and call 108 immediately.",basic_first_aid
What is the AIIMS forensic medicine contact for medico-legal emergencies?,Medico-legal cases at AIIMS are handled by the Department of Forensic Medicine and Toxicology and can be reached through the hospital operator at 011-26588500.,calling_emergency
What is the railway accident emergency number in India?,182 is the dedicated railway accident and security helpline operated by Indian Railways for emergencies on trains and at railway stations.,calling_emergency
What should I do to prepare my home for Delhi monsoon flooding?,"Waterproof important documents, elevate electrical points if possible, keep a stock of ORS and first aid supplies, save emergency numbers including 1078 and AIIMS, and know your nearest flood shelter.",disaster_evacuation
How do I recognise internal abdominal organ injury after a blunt impact and what should I do?,"Signs of internal organ injury after impact include increasing abdominal rigidity, spreading bruising, nausea, and signs of shock; lay the person flat, call 108, and alert AIIMS trauma team at 011-26741471.",basic_first_aid
What is the AIIMS protocol for managing a mass casualty road accident near the hospital?,"AIIMS activates its mass casualty plan, deploys triage at the casualty gate, calls all available surgeons and anaesthetists, and coordinates with NDRF and Delhi government for additional resources.",disaster_evacuation
What should I do if I witness a medical emergency at AIIMS campus?,"Alert any AIIMS security guard immediately, call 011-26589142 for casualty support, or rush to the casualty entrance marked as Emergency and Trauma.",calling_emergency
How do I treat a knee dislocation after a sports injury?,"Keep the knee in the position found, apply ice wrapped in cloth, do not try to straighten it, support with padding, call 108, and go to AIIMS orthopaedic casualty immediately.",basic_first_aid
What is the Delhi flood helpline number?,The Delhi Flood Control Room operates during monsoon season at 011-23379249 and the NDMA helpline 1078 provides guidance for all flood-related emergencies.,disaster_evacuation
Is there a dedicated paediatric emergency number at AIIMS?,Paediatric emergencies at AIIMS are handled through the main casualty at 011-26589142 and the paediatric ward can be reached via the hospital operator at 011-26588500.,calling_emergency
What number should I call for a road accident near AIIMS?,"Call 112 for police and ambulance, and if the accident is near AIIMS the trauma centre at 011-26741471 can be alerted simultaneously.",calling_emergency
What is the national de-addiction helpline number and what services does it cover?,"14446 is the national de-addiction helpline operated by the Ministry of Social Justice covering alcohol, opioid, and other substance abuse emergencies and treatment referrals.",mental_health_emergency
Can I bring someone involuntarily to AIIMS psychiatry if they are a danger to themselves?,"Under the Mental Healthcare Act 2017, a person in immediate danger may be brought for emergency assessment and the AIIMS casualty team can guide the process at 011-26589142.",mental_health_emergency
What is the first aid for a crush injury?,Do not try to free the person from a heavy weight without professional help as releasing pressure can cause sudden cardiac arrest; call 112 immediately and keep the person warm and still.,basic_first_aid
What is the iCall helpline and who operates it?,iCall is operated by the Tata Institute of Social Sciences and provides free professional psychological support at 9152987821 on weekdays from eight in the morning to ten at night.,mental_health_emergency
What is the first aid for a suspected Achilles tendon rupture?,"Support the ankle, do not weight-bear, apply ice wrapped in cloth, elevate the leg, and go to AIIMS orthopaedic casualty for assessment and surgical referral if confirmed.",basic_first_aid
What should I do if a patient has a cardiac arrest during a fire evacuation?,"Begin CPR immediately, call for the crash team through 011-26589142, do not delay CPR to continue evacuation unless the area is immediately life-threatening, and continue until the team arrives.",disaster_evacuation
What is the role of AIIMS nursing staff during a mass casualty event?,"AIIMS nurses support triage by assessing vital signs and tagging patients, assist in rapid IV access and medication administration, and coordinate patient flow from casualty to wards.",disaster_evacuation
How do I recognise and respond to internal bleeding?,"Signs include bruising, distended abdomen, coughing blood, vomiting blood, or shock; lay the person flat, raise legs if no chest or head injury, keep warm, and call 108 immediately.",basic_first_aid
What should a bystander do if they witness someone threatening to jump from a height?,"Call 112 immediately, do not try to physically restrain them, maintain calm verbal contact, keep others away, and follow instructions from the police and crisis negotiators.",mental_health_emergency
What is the AIIMS nephrology emergency for acute kidney failure?,Acute kidney failure emergencies at AIIMS are managed through the casualty ward at 011-26589142 where the nephrology team can be alerted for urgent review.,calling_emergency
How does AIIMS identify and evacuate immunocompromised patients safely during a fire?,Immunocompromised patients are prioritised in evacuation plans to avoid infection exposure and are evacuated to designated clean safe refuge areas away from dust and debris.,disaster_evacuation
What helpline can AIIMS resident doctors call for confidential support during burnout?,AIIMS resident doctors can contact the AIIMS Student and Resident Wellness Programme or call iCall at 9152987821 for external confidential support.,mental_health_emergency
How are AIIMS OPD patients managed when the hospital activates an emergency plan?,"OPD services are suspended during a full emergency activation, existing outpatients are directed to nearby hospitals or discharged safely, and all resources are redirected to the emergency and casualty departments.",disaster_evacuation
What resources are available for patients with OCD experiencing a severe episode?,Patients with severe OCD can contact iCall at 9152987821 for telephone support and access structured therapy through the AIIMS psychiatry outpatient department for ongoing management.,mental_health_emergency
What is the DRSABC emergency action plan?,"DRSABC stands for Danger, Response, Send for help, Airway, Breathing, and CPR; it is the standard sequence of checks and actions to follow when responding to any emergency.",basic_first_aid
What first aid approach is used for a person frozen in shock after sudden news?,"Speak gently, maintain calm physical proximity, offer water, avoid demanding responses, and encourage the person to breathe slowly; call AIIMS casualty if they become unresponsive or collapse.",mental_health_emergency
What is the AIIMS obstetric emergency number for pregnancy complications?,Obstetric emergencies at AIIMS should be directed to the AIIMS Maternity Wing through the hospital operator at 011-26588500 or casualty at 011-26589142.,calling_emergency
How do I treat a blunt abdominal injury?,"Keep the person still, do not give food or water, watch for signs of internal bleeding such as rigidity or bruising, and call 108 or go to AIIMS casualty immediately.",basic_first_aid
What number should I call if I find an unresponsive person on the street in Delhi?,"Call 112 immediately for combined emergency response and stay with the person until help arrives, keeping them warm and on their side if breathing.",calling_emergency
What is the AIIMS contact for an emergency tracheostomy?,A patient needing emergency airway protection is managed at AIIMS casualty at 011-26589142 where the ENT and anaesthesia on-call teams are called for emergency airway procedures.,calling_emergency
How do I perform CPR on an adult?,"Place the heel of your hand on the centre of the chest, press down hard and fast at least five centimetres deep, give thirty compressions then two rescue breaths, and repeat until help arrives.",basic_first_aid
What is the first aid treatment for electric shock?,"Do not touch the person if still in contact with the current, switch off the source if safe to do so, call 112, check breathing and begin CPR if needed after contact is broken.",basic_first_aid
Is there a hearing-impaired emergency facility at AIIMS?,"Hearing-impaired individuals can use the SMS feature of 112 or accompany a helper to the AIIMS casualty directly, where sign language assistance can be arranged.",calling_emergency
What is the AIIMS ENT emergency number for choking or airway obstruction?,Airway emergencies including choking should be taken to the AIIMS casualty at 011-26589142 immediately as airway obstruction is life-threatening.,calling_emergency
