question,answer,topic
Can I request that my appointment be scheduled to allow enough time for me to use public transport?,Appointment time preferences including transport needs can be noted when booking and the scheduling team will try to accommodate them.,practicalities
Where do I go when I arrive for my outpatient appointment?,Go to the outpatient reception desk for the relevant department and check in by giving your name and appointment details to the staff.,practicalities
Can I wait in the car and be called when the doctor is ready?,"Some departments can call or text you when it is your turn, allowing you to wait in your vehicle, and you should ask reception whether this option is available.",practicalities
What happens if the doctor needs more time than the slot allows?,"The doctor may schedule a follow-up appointment to complete the assessment or, for urgent matters, may extend the consultation and adjust the clinic accordingly.",consultation
Can I request that results not be discussed in front of family members?,"Yes, patients may specify that results and clinical discussions remain private, and staff are required to respect this preference.",results
What is an inter-hospital referral and how is it arranged?,An inter-hospital referral transfers care from one hospital to another and is arranged by the treating doctor in coordination with the receiving hospital's team.,referral
Is there a locker or secure storage for coats and bags in the outpatient department?,Secure storage is not typically available in outpatient departments and patients are advised to bring only essential items to their appointment.,practicalities
How do I book a joint appointment for two related conditions at the same clinic?,Request a double appointment slot when booking and explain the two concerns so the scheduler can allocate sufficient consultation time.,booking
Can I request a written summary of the waiting time when I check in?,Reception staff can give an estimated waiting time when you check in and will update you if there are significant changes to the schedule.,practicalities
What happens if the doctor identifies an urgent problem during a routine consultation?,"If an urgent clinical concern is identified, the doctor will take immediate action which may include arranging urgent tests, admission, or emergency referral.",consultation
Can I eat and drink before a blood test at the hospital?,Some blood tests require fasting for a specified period beforehand and the appointment letter or clinic staff will confirm the requirements in advance.,practicalities
Can results be sent to a family member if I give consent?,Results can be shared with a nominated person if the patient provides written consent specifying who may receive the information and in what format.,results
Can I use my mobile phone in the outpatient clinic?,Mobile phones are generally permitted in waiting areas but should be set to silent and used considerately out of respect for other patients.,practicalities
Can I have a video consultation if I cannot travel to the hospital?,Video consultations are available for appropriate cases and can be arranged by the booking team for patients who have difficulty attending in person.,consultation
Can I bring a book or device to entertain myself while waiting?,Patients are welcome to read or use personal devices in the waiting area provided it does not disturb others and the device is used respectfully.,practicalities
Will the doctor have access to my previous medical records during the consultation?,"The doctor can access your hospital records and any information shared by referring clinicians, though records from other providers may need to be requested separately.",consultation
What is the process for arranging the first hospital check for a newborn?,A parent or guardian should contact the paediatric or neonatal department directly to arrange the first post-birth review for the baby.,booking
Can the hospital cancel appointments due to a strike or industrial action?,Appointments may be postponed during industrial action and the hospital will prioritise urgent cases and contact affected patients with new arrangements.,cancellation
Can I request a home visit instead of attending the hospital outpatient clinic?,Home visits are generally reserved for patients who are clinically unable to attend in person and must be arranged in advance with the clinical team.,practicalities
How do I find the correct entrance for the outpatient department?,"Outpatient departments are usually signposted from the main hospital entrance and car park, and directions can be confirmed at the main reception.",practicalities
What if I need regular medication and the appointment is during my usual dosing time?,"Bring your medication with you and take it as prescribed, informing the clinical staff of the time so they can account for this during the consultation.",practicalities
How do I book an appointment at a specific clinic such as a diabetes clinic?,"Contact the relevant specialist clinic directly or ask your GP to refer you, after which the clinic will contact you to arrange a date.",booking
Can a specialist at the hospital refer me back to my GP for ongoing management?,"Yes, when specialist input is no longer needed the hospital doctor can discharge you back to GP care with a detailed clinical letter.",referral
How long are test results kept on file in the hospital?,Test results are retained as part of the patient's medical record for the standard retention period specified by the hospital's records management policy.,results
What is an internal waiting list referral?,"An internal waiting list referral places a patient on a list within the hospital for a specific service, usually arranged by the treating doctor during a consultation.",referral
What is a nurse-led consultation and how does it differ from a doctor consultation?,"A nurse-led consultation is conducted by a specialist nurse who manages specific conditions or follow-up care, and these are common in areas such as diabetes, asthma, and wound care.",consultation
What if I am hospitalised and cannot attend my outpatient appointment?,Inform the outpatient department as soon as possible and provide details of your admission so they can defer and rebook the appointment accordingly.,cancellation
What is the difference between a specialist and a subspecialist?,A specialist covers a broad clinical area such as general surgery while a subspecialist focuses on a specific area within that specialty such as hepatobiliary surgery.,doctor_info
Can I ask how long a doctor has been practising in their specialty?,Years of experience is a reasonable question and the doctor or department can usually provide this information.,doctor_info
Can I request that students are not present during my consultation?,Patients have the right to decline the presence of medical students during their consultation and this preference will be respected.,consultation
What is an open appointment and how does it work?,An open appointment gives the patient flexibility to contact the department and book a slot within a defined window rather than being given a fixed date immediately.,booking
How do I book an appointment with a doctor at this hospital?,"Appointments can be booked by calling the outpatient reception desk, visiting the hospital in person, or using the online appointment portal if available.",booking
Can I request a doctor who has specific expertise in rare diseases?,"Rare disease specialists may be available within the hospital or through regional specialist centres, and your GP or treating consultant can advise on referral.",doctor_info
What if my results indicate I need emergency treatment?,"If results indicate an immediate risk, the clinical team will contact you urgently and arrange emergency care without waiting for a scheduled appointment.",results
What is a portfolio career in medicine and how might it affect my appointment?,"A doctor with a portfolio career divides time between clinical work, teaching, and research, which may affect their clinic availability but does not diminish their clinical expertise.",doctor_info
Can a doctor refuse to treat me?,A doctor may decline to treat a patient in non-emergency situations for valid clinical or ethical reasons but must ensure the patient is referred to an appropriate alternative.,doctor_info
Can I ask what professional memberships my doctor holds?,Doctors may hold memberships of royal colleges or specialist societies and this information is often listed in their published professional profile.,doctor_info
Can I ask what the doctor's handover process is if they go on leave?,You may ask who will cover your care during the doctor's absence and the department should ensure a named clinician is responsible for your ongoing management.,doctor_info
Can I request an appointment that does not require me to take time off work?,"Early morning, late afternoon, or weekend clinic availability varies by department and you can ask the booking team about extended hours options.",booking
How do I cancel an appointment made through a third-party referral service?,"Contact either the referral service or the hospital booking team directly, as both parties need to be informed to avoid a missed appointment record.",cancellation
How often do doctors in the hospital update their clinical training?,Doctors are required to undertake continuing professional development and revalidation to maintain their GMC licence and demonstrate up-to-date practice.,doctor_info
Can I be referred urgently if my condition is serious?,Urgent referrals are prioritised and the hospital aims to offer an appointment within a short defined period for patients flagged as needing urgent assessment.,referral
Can a hospital doctor refer me to another department internally?,"Yes, internal referrals between departments are common and can be arranged directly by the treating doctor within the hospital system.",referral
What happens during a first outpatient consultation?,"The doctor reviews your referral, takes a clinical history, examines you where relevant, and discusses a diagnosis or further investigation plan.",consultation
Can I claim travel expenses for attending my appointment?,Patients on certain benefits or with qualifying low incomes may be eligible to claim travel expenses and should ask at reception about the healthcare travel costs scheme.,practicalities
What if I disagree with the interpretation of my results?,You may request a second opinion from another clinician or ask the original doctor to explain the basis for their interpretation in more detail.,results
Can I bring printed information about my condition to discuss with the doctor?,"Bringing relevant information is welcomed as it facilitates an informed discussion, though the doctor will make clinical decisions based on their assessment.",consultation
How do I book an appointment if I was recently referred by a specialist at another hospital?,Provide the referral letter from the external specialist to the booking team and they will arrange an appropriate appointment within the relevant department.,booking
What if I cancel due to a transport problem?,Transport difficulties are an understandable reason for cancellation and patient transport services may be available if this is a recurring issue.,cancellation
Can I request a doctor who has treated patients from my cultural background?,You may state cultural preferences when booking and the department will try to accommodate this where possible.,doctor_info
What is a medical director and how does their role affect patient care?,"The medical director is a senior doctor responsible for clinical governance and strategy across the hospital, ensuring that care standards are maintained.",doctor_info
What is an honorary consultant and how does this differ from a substantive post?,"An honorary consultant holds an academic or research role linked to the hospital but may also see patients, while a substantive consultant is employed directly by the hospital.",doctor_info
Can I attend my appointment via a proxy if I authorise someone else to represent me?,Proxy attendance is not typically permitted for clinical consultations as the doctor needs to assess the patient directly unless specific remote arrangements have been agreed.,practicalities
Can I bring a list of questions to ask the doctor?,Bringing a written list of questions is encouraged as it helps ensure important concerns are covered within the consultation time.,consultation
Can I read published research by my doctor before meeting them?,Many consultants publish research and their profiles on the hospital or university website may include links to academic papers and publications.,doctor_info
What is a clinical lead and what role do they play in my care?,A clinical lead is a senior doctor responsible for overseeing the quality and organisation of a department's clinical services and patient care standards.,doctor_info
How does the hospital track non-attendance?,Non-attendance is recorded in the patient record and reviewed by the department to identify patterns and manage the appointment schedule effectively.,cancellation
How will I receive the results of tests ordered by my doctor?,"Results are usually communicated through a follow-up appointment, a letter, or a call from the clinical team depending on the nature of the tests.",results
Can I request that lights in the consultation room are dimmed if I have a migraine?,Reasonable environmental adjustments during a consultation including lighting can be requested and staff will accommodate them where possible.,practicalities
What is a brief intervention appointment?,A brief intervention is a short structured consultation designed to assess a specific risk such as alcohol use or smoking and provide targeted advice.,consultation
What happens if my appointment clashes with another commitment?,"Contact the booking team as soon as possible to rearrange, as rescheduling with adequate notice allows the slot to be offered to another patient.",booking
What should I bring to my doctor's appointment?,"Bring a valid photo ID, your patient ID card, a list of current medications, any relevant test results, and your appointment letter.",consultation
Does the hospital send reminders to help me remember my appointment?,"Most hospitals send reminder messages by SMS, phone, or letter a few days before the appointment to reduce missed attendance.",cancellation
How do I find out whether my appointment has been successfully cancelled?,"Ask for a cancellation reference or confirmation number when cancelling by phone, or check your patient portal for a confirmation message.",cancellation
How do I find out whether a particular test has been requested for me?,"Ask the clinic reception or check your patient portal, as all requested tests should be documented in your patient record.",results
What happens if I need an interpreter but one was not arranged in advance?,Inform reception staff on arrival and they will try to arrange telephone interpreting as an immediate solution while a formal booking is made.,consultation
What should I do if I receive an appointment letter for a date I cannot attend?,Contact the booking team immediately after receiving the letter to request a change before the original date approaches.,cancellation
What happens if I do not collect a printed copy of my results from the hospital?,Uncollected results remain on file and can be obtained at any time by contacting the records department or through the patient portal.,results
Is there signage in large print or Braille in the outpatient department?,"Hospitals are required to provide accessible information formats and large print or Braille signage may be available, with staff able to assist patients with visual impairments.",practicalities
What happens if the outpatient department is understaffed on the day of my appointment?,"In the event of staff shortages, the department will prioritise urgent cases and communicate expected delays to patients in the waiting area.",practicalities
How does the hospital manage a sudden influx of cancellations?,The scheduling team uses a cancellation list to fill freed slots quickly by contacting patients who have requested earlier appointments.,cancellation
What is a clinical audit and could it involve my patient data?,"A clinical audit reviews patient outcomes against quality standards to identify improvements, and patient data may be used anonymously unless you have opted out.",doctor_info
How do I raise concerns about a doctor's behaviour or clinical decisions?,"Concerns should be raised with the department manager or patient relations office, and serious concerns can be reported to the hospital's clinical governance team or the GMC.",doctor_info
What is a partial booking referral?,"A partial booking referral places the patient on the system without an immediate appointment date, and the patient is contacted later when a slot becomes available.",referral
Can a referral be rejected by the hospital?,"A referral may be returned if it does not meet the department's criteria, in which case the GP will be informed and advised on alternative pathways.",referral
What is the role of a referral management centre?,A referral management centre reviews incoming referrals to ensure they are directed to the most appropriate service and meet the clinical criteria for the requested specialty.,referral
What is a clinical hold on results and why might one be placed?,"A clinical hold means results are being reviewed before release, typically because they require interpretation by a specialist before being communicated to the patient.",results
What if the clinic is running very late when I arrive for my appointment?,"Reception staff can give an estimate of the delay and you may choose to wait or, in some departments, arrange to be called when the doctor is ready.",consultation
How do I find out which doctors are available in a particular specialty?,"The hospital website lists consultants and their specialties, and the outpatient reception can also advise on available doctors within a department.",doctor_info
How will I receive confirmation of my booked appointment?,"Appointment confirmations are usually sent by letter, SMS, or email depending on the contact preferences recorded in your patient profile.",booking
Does a referral expire if I do not attend my appointment?,Referrals may lapse after a defined period and repeated non-attendance may result in the referral being closed and requiring renewal from the GP.,referral
Can I book an appointment using a mobile app?,"Some hospitals have a dedicated mobile app connected to their booking system, and this option can be confirmed on the hospital's website.",booking
Is there a breastfeeding room available near the outpatient department?,Many hospitals provide a dedicated feeding room for parents and the reception team can direct you to the nearest suitable facility.,practicalities
Can I take notes during my consultation?,Patients are welcome to take notes and may also ask the doctor to summarise the main points in writing at the end of the appointment.,consultation
What is a surveillance follow-up appointment?,A surveillance appointment monitors a patient who has been treated for a condition such as cancer to detect any recurrence at the earliest possible stage.,results
How do I reschedule an appointment I can no longer attend?,"Contact the booking team by phone or through the online portal to request a new date, and staff will offer the next available slot.",cancellation
What is the cancellation policy for private appointments?,"Private appointment cancellation policies vary and may include a fee for late cancellations, so the relevant department should be consulted when booking.",cancellation
How confidential is the information I share during a consultation?,Information shared during a consultation is confidential and will only be shared with other clinicians involved in your care or as required by law.,consultation
Can I find out if my surgeon performs a procedure regularly or only occasionally?,Procedure volume data is increasingly available publicly and you may ask the surgeon or the department directly about their experience with your specific operation.,doctor_info
What if I need an examination but have cultural or religious concerns?,Inform the booking team or clinic staff in advance and reasonable adjustments will be made to respect your cultural or religious requirements.,consultation
How long is a referral valid for before it needs to be renewed?,Referral validity periods vary by hospital and department but most require renewal if the patient has not been seen within a defined timeframe.,referral
How far in advance can I book a doctor's appointment?,"Most outpatient appointments can be booked several weeks in advance, though availability depends on the doctor's schedule and the type of appointment needed.",booking
Can the doctor refer me to another specialist during my consultation?,"Yes, the doctor can issue a new referral to another specialist if your condition requires it and will explain the reason for the referral.",consultation
What is a clinical excellence award and what does it signify?,"A clinical excellence award is given to doctors who demonstrate exceptional contribution to patient care, research, or medical leadership beyond standard professional expectations.",doctor_info
What happens at a review consultation compared to a new referral appointment?,A review consultation assesses your response to treatment or monitors a known condition while a new referral appointment addresses a fresh clinical concern.,consultation
What happens to my position on the waiting list if I cancel?,"A cancellation may result in being returned to the waiting list, and the length of any additional wait will depend on current demand and availability.",cancellation
Can I cancel a video consultation in the same way as an in-person appointment?,"Video consultations can be cancelled through the same channels as in-person appointments, including the booking line and online portal.",cancellation
What is a locum doctor and does it affect the quality of my care?,"A locum is a temporary doctor covering a vacancy or leave period, and all locums are held to the same professional and clinical standards as permanent staff.",doctor_info
How many times can I reschedule an appointment before it is cancelled?,Hospitals generally allow a limited number of rescheduling requests and repeated changes may result in a review or removal from the waiting list.,cancellation
How does the hospital manage results for patients who have been discharged?,Outstanding results for discharged patients are reviewed by the clinical team and communicated by letter or through the GP if the patient is no longer attending.,results
Can I request that my results are reviewed by a more senior clinician?,Patients may request a senior review of their results and this can be arranged through the clinical team or by raising the request with the department manager.,results
How are genetic test results handled differently from routine results?,Genetic results have implications for family members as well as the patient and are typically explained through a specialist genetics counselling service.,results
What if the appointment letter I received is illegible or damaged?,"Contact the booking team who can resend the appointment details by post, email, or text so you have clear information before attending.",practicalities
What should I do if I have not heard back from the hospital after my GP made a referral?,Contact the hospital outpatient booking office with your GP's referral date to confirm receipt and ask about the expected waiting time for an appointment.,referral
How do I know if my doctor has experience treating my specific condition?,"You may ask the department about the clinical experience and case volume of the team, and consultant profiles on the hospital website may provide this information.",doctor_info
Can I request that my GP explain my hospital results to me?,Your GP receives a copy of your results and is well placed to explain them in the context of your overall health during a GP appointment.,results
What is a clinical outcome letter and when is it sent?,A clinical outcome letter summarises what was found and decided during a consultation and is sent to the patient and GP after each significant appointment.,results
How do I book an appointment for a child?,A parent or legal guardian can book on behalf of a child by providing the child's patient details and their own contact information.,booking
Can I postpone rather than cancel an appointment?,A deferral can usually be arranged by the booking team and is preferable to an outright cancellation as it keeps you in the system with a pending date.,cancellation
How do I know if my referral has been received by the hospital?,Contact the relevant department or outpatient booking office with your GP's referral date and they can confirm whether it has been received.,referral
What should I do if I cannot complete the medical questionnaire at home before my appointment?,Bring the blank form with you and ask a member of the clinic team to help you complete it before you are called through.,practicalities
What is a triage appointment and why might I be offered one before a full consultation?,A triage appointment is a brief initial assessment to determine the nature and urgency of the patient's need before a full consultation is scheduled.,booking
Is there a specific entrance I should use if I have reduced mobility?,Most hospitals have accessible entrances clearly marked with disability access symbols and the hospital website or reception can provide specific directions.,practicalities
What is a clinical attachment and could it affect who treats me?,"A clinical attachment is a placement for overseas doctors gaining experience in the UK, and they observe care rather than treating patients independently.",doctor_info
Can I record my consultation with the doctor?,"Recording a consultation requires the consent of all parties including the doctor, and the hospital may have a specific policy on this that should be checked in advance.",consultation
Is the outpatient department accessible for patients using wheelchairs?,"Outpatient departments are required to be fully accessible and provide ramps, wide corridors, accessible toilets, and priority seating for patients with mobility needs.",practicalities
How do I find out the name of the receptionist or nurse coordinator for my clinic?,Reception staff in the outpatient department can introduce you to the team and provide contact details for the clinic coordinator if needed.,practicalities
What happens if my appointment overruns and I have transport booked?,Inform reception about your transport arrangements and they can liaise with the clinical team to manage timing or help you rearrange transport if needed.,practicalities
What if I need a chaperone during a physical examination?,Patients may request a chaperone for any physical examination and staff will arrange for a trained chaperone to be present.,consultation
Can I ask for a referral to a different hospital during my consultation?,Patients may request referral to a different hospital for a second opinion or specialist service and the doctor will discuss the options available.,consultation
What if my results are lost or not recorded in the system?,Report this to the clinical team immediately so the laboratory or imaging department can be contacted to locate or reissue the results.,results
Can I request that my appointment is held in a room with no strong chemical smells due to a sensitivity?,Environmental sensitivities can be noted in your patient record and the clinic will try to prepare an appropriate room if this is feasible.,practicalities
Can I cancel an appointment if I feel better and no longer need it?,"Yes, if your symptoms have resolved you should still cancel formally so the slot is not wasted and can be given to another patient.",cancellation
Can I book a same-day appointment for a non-emergency concern?,"Same-day appointments are limited and subject to availability, but contacting the department early in the morning gives the best chance of securing one.",booking
Can I book an interpreter for my appointment at the time of scheduling?,"Yes, interpreter requirements should be mentioned when booking so the hospital can arrange the appropriate language support in advance.",booking
What is a pooled waiting list and how does it affect my appointment?,"A pooled waiting list allows any available doctor in a department to see the next patient rather than assigning a specific clinician, which can reduce waiting times.",booking
What is a fellow in the context of a hospital doctor's grade?,"A fellow is a doctor undertaking advanced specialist training or research beyond standard residency, often in a highly subspecialised area.",doctor_info
Are there translation services available for appointment letters and forms?,Translation of appointment letters and forms can be arranged and patients should notify the department of their language needs when booking.,practicalities
How do I report a concern about the cleanliness of the outpatient waiting area?,Report hygiene concerns to reception staff immediately or use the hospital's feedback system and the facilities team will be notified.,practicalities
How do I check myself in for an appointment using a self-service kiosk?,Some hospitals have self-check-in kiosks where you enter your date of birth or scan a barcode from your appointment letter to register your arrival.,practicalities
Can I book a follow-up appointment before leaving the clinic?,Most departments allow patients to book follow-up appointments at the reception desk immediately after their current consultation.,booking
How long does it take to receive test results?,Routine blood test results are typically available within a few days while imaging or specialist tests may take one to two weeks.,results
Can I request that a specific nurse is present during my consultation?,You may request a preferred nurse if one has been involved in your care before and the department will try to accommodate this where staffing allows.,doctor_info
What does it mean if my doctor is described as an academic clinician?,"An academic clinician divides their time between seeing patients and conducting research, contributing to advances in medical knowledge alongside clinical care.",doctor_info
Can I see a copy of my referral letter?,Patients are entitled to a copy of their referral letter and can request it from either their GP or the hospital records department.,referral
Can I reinstate an appointment after cancelling it?,"You can request a new appointment after cancelling, though you may be placed back on the waiting list and allocated the next available slot.",cancellation
What is a self-referral appointment and how do I book one?,"A self-referral allows patients to book certain services directly without a GP referral, and the hospital's website or reception can advise on which services accept this.",booking
What is a tumour marker test and how are these results explained?,"Tumour marker results are explained by an oncologist or specialist within the context of the clinical picture, as these values alone cannot confirm or exclude cancer.",results
Can I bring a printed copy of an online health record from another country?,"Bringing translated health records is helpful and the doctor can review them to inform the consultation, though they may request independent verification of key findings.",practicalities
What is a choose and book system?,Choose and book is an electronic referral system used in some healthcare systems where the GP sends the referral digitally and the patient can select an appointment online.,referral
What should I do if I feel rushed during my appointment?,"Tell the doctor or nurse that you have further questions and ask for more time, or request a follow-up appointment to continue the discussion.",consultation
What happens if I miss an appointment without cancelling?,A missed appointment is recorded and repeated non-attendance may result in being discharged from the waiting list and referred back to your GP.,cancellation
What information does the referral letter from my GP need to include?,"A referral letter should include the patient's details, clinical history, current medications, reason for referral, and the GP's contact information.",referral
Can I bring a guide dog or assistance animal to my appointment?,Guide dogs and registered assistance animals are permitted throughout the hospital and clinical staff will accommodate their presence during the appointment.,practicalities
Is there a place to charge my phone or device in the outpatient waiting area?,"Charging points may be available in some waiting areas and reception staff can advise on this, though availability is not guaranteed in all departments.",practicalities
What if I need to use the toilet or step away while waiting?,Inform the reception desk if you need to leave the waiting area so you can be notified promptly when the doctor is ready.,practicalities
How is a referral prioritised as urgent versus routine?,"Clinical criteria such as symptom severity, suspected diagnosis, and rate of deterioration determine whether a referral is classified as urgent or routine.",referral
Can I see my own clinical notes during the consultation?,Patients may ask to view their clinical notes and the doctor can go through relevant information with them during or after the appointment.,consultation
How does the hospital manage patients who have difficulty communicating due to a stroke or brain injury?,Speech and language therapists and augmentative communication tools can be arranged to support patients with communication difficulties during consultations.,consultation
What if I develop new symptoms between booking and attending my appointment?,Inform the clinic before your appointment date so the clinical team can assess whether the appointment type or priority needs to be adjusted.,consultation
What should I do if I feel the doctor has not listened to my concerns?,Raise this with the clinic manager or patient relations office who can arrange a further consultation or review of your care.,consultation
Can I ask the doctor to explain things in plain language during the consultation?,Patients are encouraged to ask for explanations in plain language and doctors are expected to communicate in a way that the patient can understand.,consultation
How do I book an appointment for a procedure rather than a consultation?,Procedure bookings are usually arranged by the clinical team after a consultation and the scheduling office will contact you with the details.,booking
How long does it take for a referral to be processed?,"Referrals are usually reviewed and acknowledged within a few working days, after which the patient is contacted to arrange an appointment.",referral
Can I access my test results online?,Many hospitals provide access to test results through a patient portal and you can check whether this is available by asking the clinic reception.,results
How does the hospital manage appointment bookings during a staff shortage?,Clinics may be consolidated or rescheduled during staff shortages and the hospital will contact affected patients with revised appointment details.,booking
How long in advance will the hospital notify me of my appointment date?,"Appointment letters are typically sent at least two weeks in advance for planned consultations, though urgent appointments may be arranged at shorter notice.",booking
What if I cancel my appointment and then decide I need it again soon after?,Contact the booking team to request reinstatement and staff will check whether the original slot is still available or offer the next one.,cancellation
What happens if a test needs to be repeated?,The doctor will explain why the test needs to be repeated and will arrange for a new sample or scan at the appropriate time.,results
What is the role of a medical registrar compared to a specialist registrar?,A medical registrar manages general acute medicine while a specialist registrar is training in a defined specialty such as cardiology or orthopaedics.,doctor_info
Can I ask the doctor how many patients with my condition they see per year?,Clinicians can share information about their clinical volume and this is a reasonable question to ask when assessing expertise for a specific condition.,doctor_info
Can I ask the doctor about clinical trials I might be eligible for?,Patients may ask their doctor about relevant clinical trials and the doctor can provide information or refer them to the research team if appropriate.,consultation
Are biopsy results explained differently from blood test results?,"Biopsy results typically require a detailed consultation to explain pathological findings and their implications, which may take longer to arrange than standard results.",results
Can I request that the doctor writes down the key points from my consultation for me?,Patients may ask the doctor to provide a brief written summary of the main discussion points and next steps at the end of the appointment.,practicalities
Can I request that my appointment take place in a ground floor room?,Accessibility preferences such as ground floor rooms can be noted when booking and the clinic team will try to arrange this.,practicalities
Can I use the hospital wifi while I wait for my appointment?,Guest wifi is available in most hospital outpatient areas and the network name and password are usually displayed on information boards.,practicalities
What is a doctor's area of subspecialty interest and why does it matter?,"A subspecialty interest indicates a doctor's particular focus within a broader specialty, which can be relevant when seeking expert opinion on a specific condition.",doctor_info
How much notice should I give when cancelling an appointment?,Giving at least 24 to 48 hours notice is requested so the slot can be reallocated to another patient.,cancellation
What is a named clinician and why is one assigned to me?,"A named clinician is the doctor with overall responsibility for coordinating your hospital care, providing a clear point of accountability throughout your treatment.",doctor_info
Can I be referred to a private hospital through the public healthcare system?,"In some cases patients may be referred to private providers when waiting times in the public system exceed defined targets, subject to eligibility criteria.",referral
Where can I find multi-faith or spiritual support during my hospital visit?,"Many hospitals have a multi-faith chaplaincy team and a dedicated quiet room for prayer or reflection, and reception staff can direct you to both.",practicalities
Will cancelling an appointment affect my clinical priority?,"Cancellation does not directly alter clinical priority, though repeated cancellations may prompt a clinical review of the patient's current need.",cancellation
What is a triaged referral and what happens during the triage process?,A triaged referral is reviewed by a clinical specialist who decides the appropriate level of urgency and the most suitable service before an appointment is offered.,referral
Can I book repeat appointments for ongoing treatment in advance?,"For patients requiring regular treatment, the scheduling team can arrange a series of appointments so that dates are secured in advance.",booking
Can I be told my results over the phone?,"Simple results such as normal blood tests may be given by phone, but complex or sensitive results are usually communicated in person during a consultation.",results
What is an eReferral system and how does it benefit patients?,"An eReferral system allows GPs to send referrals electronically, reducing delays and allowing patients in some systems to choose an appointment online.",referral
What if I need an appointment outside of normal clinic hours?,"Some hospitals offer extended hour clinics in the evenings or on weekends, and the availability of these can be confirmed with the relevant department.",booking
Can I request that my appointment is scheduled in the morning rather than the afternoon?,Time preferences can be noted when booking and the scheduling team will try to accommodate them subject to clinic availability.,practicalities
Can I reschedule an appointment on the same day it is due?,"Same-day rescheduling is difficult as the slot cannot easily be reallocated, so it is strongly advised to contact the department as early as possible.",cancellation
What is the difference between a consultant and a registrar?,A consultant is a senior fully qualified specialist while a registrar is a doctor in specialist training under the supervision of a consultant.,doctor_info
Can I request that my appointment be kept confidential from certain family members?,Patients may request confidentiality regarding their appointments and hospital staff are bound by privacy obligations to respect this.,booking
How are patients called for their appointment in the waiting room?,"Patients are typically called by name, through a display screen showing patient numbers, or by a staff member from the clinic room.",practicalities
Can I request an adjustment to the appointment format due to a learning disability?,"Adjustments such as longer appointments, simplified written information, or the presence of a support worker can be arranged and should be requested when booking.",practicalities
How are out-of-hours doctors different from your regular clinical team?,Out-of-hours doctors provide cover during evenings and weekends and will have access to your records but may not be the same clinician managing your ongoing care.,doctor_info
How do I know if my follow-up appointment has been scheduled?,The clinic will send a follow-up appointment letter or the booking team will contact you with the date after the initial consultation.,results
How do I cancel an appointment if I have lost the appointment letter?,Contact the outpatient department by phone and provide your name and date of birth so staff can locate your appointment and process the cancellation.,cancellation
Can I request a doctor of a specific religion or cultural background?,Cultural and religious preferences can be expressed when booking and the hospital will endeavour to accommodate them where clinically and operationally feasible.,doctor_info
Can I decline part of a consultation such as a specific examination?,Patients have the right to decline any part of an examination and the doctor will document this and discuss the implications for your care.,consultation
How are results communicated for patients who are deaf or hard of hearing?,Communication adjustments such as written summaries or BSL interpreters can be arranged and should be requested at the time of booking.,results
What should I do if I arrive at the hospital but cannot find the clinic?,Ask at the main information desk or reception who can direct you to the correct department and ensure you check in before your appointment time.,practicalities
Can a specialist communicate results directly to another specialist involved in my care?,Specialists routinely share relevant results and correspondence with each other as part of coordinated multidisciplinary care.,results
What is the role of a physician associate in my outpatient care?,"A physician associate is a trained clinical professional who works under doctor supervision and may conduct consultations, examinations, and follow-ups within their defined scope.",doctor_info
Can I book a video or telephone consultation instead of attending in person?,Many hospitals now offer remote consultations by telephone or video and these can be requested when booking depending on the clinical suitability.,booking
